kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K00837.02,CONFIRMED,CANDIDATE,1.0000,4.14451656,0.004,2.3421,391.8,1.48,864.0,132.08,22.80,4768.00,4.536,0.7790,15.660,0,0,0,0
K00838.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.859386384,1.259,2.2757,6044.3,38.33,1114.0,364.23,269.70,6072.00,4.470,0.9880,15.311,0,1,0,0
K00850.01,CONFIRMED,CANDIDATE,0.9990,10.526294577,0.644,2.5211,9768,8.24,713.0,61.16,482.30,5386.00,4.553,0.7930,15.305,0,0,0,0
K00851.01,CONFIRMED,CANDIDATE,1.0000,4.583520948,0.045,2.7055,3812.1,5.39,1038.0,274.98,99.50,5815.00,4.540,0.8770,15.287,0,0,0,0
K00852.01,CONFIRMED,CANDIDATE,0.8760,3.76181843,0.926,3.5176,510.6,2.66,1121.0,372.62,35.90,5653.00,4.472,0.9490,15.257,0,0,0,0
K00853.01,CONFIRMED,CANDIDATE,1.0000,8.20396958,0.823,2.9667,1024.4,3.01,742.0,71.50,54.40,5015.00,4.499,0.8260,15.376,0,0,0,0
K00853.02,CONFIRMED,CANDIDATE,1.0000,14.49645186,0.97,4.016,647.5,3.01,613.0,33.48,25.70,5015.00,4.499,0.8260,15.376,0,0,0,0
K00841.03,CONFIRMED,CANDIDATE,1.0000,6.54626149,0.644,2.75,655.9,2.19,810.0,101.78,24.80,5251.00,4.581,0.8170,15.855,0,0,0,0
K00842.01,CONFIRMED,CANDIDATE,1.0000,12.71809866,0.427,3.0957,1149.4,2.31,562.0,23.60,52.70,4702.00,4.592,0.6860,15.389,0,0,0,0
K00842.02,CONFIRMED,CANDIDATE,0.9990,36.06588163,0.26,4.3246,1563.8,2.64,397.0,5.88,51.70,4702.00,4.592,0.6860,15.389,0,0,0,0
K00843.01,CONFIRMED,CANDIDATE,1.0000,4.190425659,0.458,2.8589,2877.4,6.21,1234.0,547.90,240.60,6073.00,4.392,1.1350,15.270,0,0,0,0
K00844.01,CONFIRMED,CANDIDATE,1.0000,3.709870784,0.023,3.0694,2020.3,4.35,1151.0,415.10,116.10,5727.00,4.463,0.9780,15.581,0,0,0,0
K00845.01,CONFIRMED,CANDIDATE,1.0000,16.3297527,0.791,6.271,1187.5,3.75,727.0,66.08,74.60,5878.00,4.444,0.9870,15.447,0,0,0,0
K00846.01,CONFIRMED,CANDIDATE,0.9850,27.807566216,0.782,4.21587,25391.1,13.84,554.0,22.24,748.10,5862.00,4.584,0.7850,15.482,0,0,0,0
K00847.01,CONFIRMED,CANDIDATE,0.9420,80.8723469,0.527,11.195,3604.6,7.59,452.0,9.88,160.90,5510.00,4.222,1.2380,15.201,0,0,0,0
K00848.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.166465862,1.266,2.9381,4357.2,26.82,954.0,196.31,122.10,4968.00,4.575,0.7040,15.999,0,1,1,0
K00118.01,CONFIRMED,CANDIDATE,0.9120,24.99324319,0.686,5.9409,269.6,2.29,712.0,60.88,62.00,5718.00,4.181,1.3170,12.377,0,0,0,0
K00849.01,CONFIRMED,CANDIDATE,1.0000,10.35533116,0.029,3.1775,750.6,2.47,777.0,86.22,49.20,5501.00,4.462,0.9180,15.018,0,0,0,0
K00867.01,CONFIRMED,CANDIDATE,1.0000,16.08518937,0.867,3.984,1442.4,3.68,613.0,33.43,62.60,5239.00,4.523,0.8260,15.219,0,0,0,0
K00868.01,CANDIDATE,CANDIDATE,0.9980,235.9986399,0.778,8.2284,20714.6,10.59,188.0,0.29,271.80,4245.00,4.627,0.6570,15.172,0,0,0,0
K00869.01,CONFIRMED,CANDIDATE,1.0000,7.49018305,0.02,2.7297,1123.6,2.56,753.0,76.06,53.00,5103.00,4.562,0.7870,15.599,0,0,0,0
K00869.02,CONFIRMED,CANDIDATE,1.0000,36.2761238,0.035,4.7865,1572.6,3.03,445.0,9.29,45.50,5103.00,4.562,0.7870,15.599,0,0,0,0
K00869.03,CONFIRMED,CANDIDATE,1.0000,17.46087931,0.594,2.2641,812.4,2.32,568.0,24.60,22.60,5103.00,4.562,0.7870,15.599,0,0,0,0
K00854.01,CONFIRMED,CANDIDATE,0.9960,56.0560754,0.018,4.685,1626,1.94,233.0,0.69,27.40,3593.00,4.757,0.4910,15.849,0,0,0,0
K00855.01,CONFIRMED,CANDIDATE,0.9740,41.408316686,0.377,5.0264,22838.9,11.38,453.0,9.93,907.80,5522.00,4.586,0.7470,15.196,0,0,0,0
K00856.01,CANDIDATE,CANDIDATE,0.9940,39.74893077,0.881,7.3051,15178.9,14.21,552.0,21.87,561.10,6122.00,4.487,0.9640,15.344,0,0,0,0
K00857.01,CONFIRMED,CANDIDATE,1.0000,5.715425977,0.348,2.5242,908.1,2.47,850.0,123.03,59.40,5237.00,4.572,0.8260,15.086,0,0,0,0
K00119.01,CONFIRMED,CANDIDATE,0.9590,49.18394185,0.035,11.3364,1646.2,8.2,669.0,47.40,355.70,5626.00,3.907,2.0570,12.654,0,0,0,0
K00857.02,CONFIRMED,CANDIDATE,0.9940,20.0261412,0.957,1.611,421.2,2.28,559.0,23.14,10.70,5237.00,4.572,0.8260,15.086,0,0,0,0
K00858.01,CANDIDATE,CANDIDATE,0.0000,13.61014819,1.081,2.594,5732.9,19.02,733.0,68.29,184.10,5697.00,4.460,0.9030,15.060,0,0,0,0
K00859.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.44331991,0.23,2.743,1159.8,2.66,667.0,46.94,51.70,4947.00,4.516,0.8020,15.546,0,1,1,1
K00861.01,CONFIRMED,CANDIDATE,1.0000,2.237489571,0.128,1.8119,315.8,1.41,1160.0,427.17,30.70,5265.00,4.580,0.8100,15.001,0,0,0,0
K00862.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.851520671,0.211,3.11058,33003.6,14.62,901.0,155.89,1630.40,5532.00,4.530,0.8060,15.330,0,1,0,0
K00863.01,CONFIRMED,CANDIDATE,1.0000,3.167893418,0.026,2.1814,781.2,2.62,1221.0,526.23,64.80,5895.00,4.503,0.9400,15.533,0,0,0,0
K00864.01,CONFIRMED,CANDIDATE,1.0000,4.311780262,0.196,2.7251,1154,3.11,1038.0,274.84,86.10,5527.00,4.484,0.9270,15.604,0,0,0,0
K00864.02,CONFIRMED,CANDIDATE,1.0000,20.0504494,0.383,4.556,840.9,2.69,622.0,35.44,37.80,5527.00,4.484,0.9270,15.604,0,0,0,0
K00864.03,CONFIRMED,CANDIDATE,1.0000,9.76734503,0.9,1.6585,569.1,2.67,791.0,92.46,21.10,5527.00,4.484,0.9270,15.604,0,0,0,0
K00865.01,CANDIDATE,CANDIDATE,1.0000,119.0207044,0.076,8.1405,7430.5,8.98,366.0,4.25,223.50,5453.00,4.342,1.0620,15.085,0,0,0,0
K00119.02,CONFIRMED,CANDIDATE,0.9870,190.3200468,0.812,15.284,1141.7,7.78,426.0,7.80,139.30,5626.00,3.907,2.0570,12.654,0,0,0,0
K00866.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.861159894,0.965,1.8832,1014.3,4.37,1355.0,797.10,58.30,6126.00,4.458,1.0210,15.618,0,1,1,0
K00880.01,CONFIRMED,CANDIDATE,1.0000,26.44439337,0.03,3.9783,1843.5,3.91,562.0,23.54,88.00,5427.00,4.463,0.9290,15.158,0,0,0,0
K00880.02,CONFIRMED,CANDIDATE,0.9830,51.53997972,0.183,6.3994,3644.3,5.51,450.0,9.67,155.50,5427.00,4.463,0.9290,15.158,0,0,0,0
K00880.03,CONFIRMED,CANDIDATE,1.0000,5.902245782,0.209,2.9003,702.3,2.43,926.0,173.74,59.30,5427.00,4.463,0.9290,15.158,0,0,0,0
K00880.04,CONFIRMED,CANDIDATE,1.0000,2.382951591,0.479,1.8876,391.6,1.86,1253.0,583.01,41.40,5427.00,4.463,0.9290,15.158,0,0,0,0
K00881.01,CONFIRMED,CANDIDATE,1.0000,21.02250608,0.036,4.1072,1772.5,3.07,521.0,17.48,62.40,5067.00,4.585,0.7500,15.859,0,0,0,0
K00869.04,CONFIRMED,CANDIDATE,1.0000,3.219814777,0.06,2.0642,488.2,1.69,998.0,234.93,30.50,5103.00,4.562,0.7870,15.599,0,0,0,0
K00870.01,CONFIRMED,CANDIDATE,1.0000,5.912273234,0.17,2.3254,961.4,1.73,585.0,27.72,62.80,4072.00,4.696,0.5700,15.036,0,0,0,0
K00870.02,CONFIRMED,CANDIDATE,1.0000,8.98581901,0.008,2.8606,881.3,1.65,509.0,15.90,51.80,4072.00,4.696,0.5700,15.036,0,0,0,0
K00871.01,CANDIDATE,CANDIDATE,0.0000,12.940668656,0.897,2.4845,42450,22.94,723.0,64.64,307.50,5875.00,4.572,0.8090,15.215,0,0,0,0
K00120.01,FALSE POSITIVE,FALSE POSITIVE,0.5730,20.5452375,0.95,2.517,218.5,2.41,742.0,71.57,18.50,5670.00,4.206,1.2640,12.003,0,1,0,0
K00872.01,CONFIRMED,CANDIDATE,1.0000,33.60123371,0.67,4.4056,7425.9,8.46,495.0,14.22,247.90,5149.00,4.447,0.9300,15.262,0,0,0,0
K00872.02,CONFIRMED,CANDIDATE,1.0000,6.76652928,0.429,2.9004,450.7,1.97,845.0,120.48,29.20,5149.00,4.447,0.9300,15.262,0,0,0,0
K00873.01,CONFIRMED,CANDIDATE,1.0000,4.347288783,0.025,2.1024,451.6,2.36,1174.0,449.79,39.70,5754.00,4.345,1.1220,15.024,0,0,0,0
K00874.01,CONFIRMED,CANDIDATE,1.0000,4.601811819,0.567,2.2607,755.9,2.35,896.0,152.91,60.80,4986.00,4.496,0.8330,15.024,0,0,0,0
K00874.02,CONFIRMED,CANDIDATE,0.9970,11.18719905,0.387,3.252,353.6,1.55,667.0,46.65,21.90,4986.00,4.496,0.8330,15.024,0,0,0,0
K00875.01,CONFIRMED,CANDIDATE,1.0000,4.220965778,0.705,3.0854,2260,2.62,595.0,29.68,157.80,3837.00,4.747,0.5170,15.692,0,0,0,0
K00876.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.998099523,7.361,2.0488,20285,588.66,853.0,125.22,192.30,5612.00,4.566,0.8290,15.877,0,1,0,0
K00877.01,CONFIRMED,CANDIDATE,1.0000,5.95489993,0.327,2.3892,1410.7,2.33,635.0,38.52,87.20,4261.00,4.641,0.6330,15.019,0,0,0,0
K00877.02,CONFIRMED,CANDIDATE,1.0000,12.03987488,0.286,2.7363,1250.6,2.18,502.0,15.06,57.60,4261.00,4.641,0.6330,15.019,0,0,0,0
K00877.03,CONFIRMED,CANDIDATE,0.9980,20.83762895,0.706,2.3734,439,1.42,418.0,7.24,14.90,4261.00,4.641,0.6330,15.019,0,0,0,0
K00121.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.8111022,1.223,5.0683,401.1,63.66,1399.0,904.92,76.80,6200.00,3.800,2.4040,12.759,0,1,1,1
K00878.01,CONFIRMED,CANDIDATE,1.0000,23.58917143,0.926,5.073,1200.7,3.16,487.0,13.34,53.30,4919.00,4.566,0.7210,15.316,0,0,0,0
K00123.01,CONFIRMED,CANDIDATE,1.0000,6.481633073,0.833,3.784,298.5,2.54,1145.0,406.25,125.60,5945.00,4.213,1.3020,12.365,0,0,0,0
K00892.01,CONFIRMED,CANDIDATE,1.0000,10.37168928,0.537,3.035,1254.9,3.2,720.0,63.68,64.50,5121.00,4.457,0.8880,15.193,0,0,0,0
K00892.02,CONFIRMED,CANDIDATE,1.0000,3.96996298,0.836,1.1757,299.2,1.78,992.0,229.37,15.00,5121.00,4.457,0.8880,15.193,0,0,0,0
K00893.01,CONFIRMED,CANDIDATE,1.0000,4.40841331,0.899,5.012,549.4,2.66,1139.0,398.00,45.10,6007.00,4.457,0.9610,15.662,0,0,0,0
K00894.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.9426176,0.942,6.703,1590.7,4.68,878.0,140.57,60.40,5811.00,4.521,0.9260,15.260,0,1,1,1
K00881.02,CONFIRMED,CANDIDATE,1.0000,226.8904775,0.731,7.558,3136.4,4.53,236.0,0.73,46.80,5067.00,4.585,0.7500,15.859,0,0,0,0
K00882.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.956811408,1.091,2.1958,24905,21.58,1109.0,357.16,125.40,5209.00,4.657,0.6030,15.533,0,1,0,0
K00883.01,CANDIDATE,CANDIDATE,0.9970,2.688899233,0.001,2.11275,37491.6,12.04,929.0,175.76,1011.60,4820.00,4.667,0.6390,15.766,0,0,0,0
K00884.01,CONFIRMED,CANDIDATE,1.0000,9.439459486,0.049,2.8979,3036.1,4.16,686.0,52.32,175.20,5097.00,4.597,0.7790,15.067,0,0,0,0
K00122.01,CONFIRMED,CANDIDATE,1.0000,11.523067458,0,3.8757,507.3,3.13,927.0,174.81,142.00,5644.00,4.162,1.4110,12.346,0,0,0,0
K00884.02,CONFIRMED,CANDIDATE,0.0000,20.47748843,0.497,2.8364,1382.4,2.92,530.0,18.65,52.70,5097.00,4.597,0.7790,15.067,0,0,0,0
K00884.03,CONFIRMED,CANDIDATE,1.0000,3.336123113,0.252,1.9616,516.3,1.74,970.0,209.79,41.60,5097.00,4.597,0.7790,15.067,0,0,0,0
K00886.01,CONFIRMED,CANDIDATE,1.0000,8.01078456,0.192,2.312,1333.6,1.72,453.0,9.90,48.50,3713.00,4.779,0.4700,15.847,0,0,0,0
K00886.02,CONFIRMED,CANDIDATE,1.0000,12.07134205,0.014,4.3224,759.2,1.29,395.0,5.74,31.00,3713.00,4.779,0.4700,15.847,0,0,0,0
K00886.03,CONFIRMED,CANDIDATE,0.9860,20.99587872,0.228,2.6333,767.3,1.3,328.0,2.74,18.20,3713.00,4.779,0.4700,15.847,0,0,0,0
K00887.01,CONFIRMED,CANDIDATE,1.0000,7.41113177,0.712,2.5242,620.5,2.45,905.0,158.11,50.40,5849.00,4.517,0.9190,15.031,0,0,0,0
K00888.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.000747038,0.908,0.9967,1823.5,4.14,1620.0,1635.20,147.40,5472.00,4.499,0.7900,15.419,0,1,0,0
K00889.01,CONFIRMED,CANDIDATE,0.9990,8.884922995,0.069,2.07004,16053.4,10.51,770.0,83.21,388.20,5332.00,4.500,0.8430,15.264,0,0,0,0
K00890.01,CONFIRMED,CANDIDATE,1.0000,8.09888906,0.018,4.20241,6911.1,8.95,986.0,223.19,435.90,6214.00,4.442,1.0760,15.261,0,0,0,0
K00891.01,CONFIRMED,CANDIDATE,1.0000,10.00653012,0.862,5.344,936.1,3.52,876.0,139.21,71.90,6063.00,4.470,1.0010,15.063,0,0,0,0
K00012.01,CONFIRMED,CANDIDATE,0.6350,17.855221681,0.075,7.41287,9065.2,13.16,911.0,163.04,915.70,6823.00,4.308,1.3670,11.353,0,0,0,0
K00901.01,CANDIDATE,CANDIDATE,1.0000,12.732624065,0.811,2.2083,6465.7,4.87,432.0,8.22,210.50,3950.00,4.721,0.5410,15.750,0,0,0,0
K00902.01,CANDIDATE,CANDIDATE,0.9660,83.92494032,0.658,6.7904,7958.7,4.78,226.0,0.62,182.10,3960.00,4.746,0.5090,15.754,0,0,0,0
K00903.01,CONFIRMED,CANDIDATE,1.0000,5.007316661,0.344,4.2362,6932.3,6.96,998.0,234.28,431.40,5865.00,4.563,0.8270,15.813,0,0,0,0
K00904.01,CONFIRMED,CANDIDATE,1.0000,2.211116989,0.69,1.6485,724.2,1.85,931.0,177.19,42.60,4500.00,4.656,0.6460,15.791,0,0,0,0
K00904.02,CONFIRMED,CANDIDATE,0.9970,27.9541337,0.063,3.95,942.5,1.9,400.0,6.04,25.40,4500.00,4.656,0.6460,15.791,0,0,0,0
K00124.01,CONFIRMED,CANDIDATE,0.4150,12.69104387,0.008,3.7727,252.1,2.57,1008.0,244.30,60.20,5869.00,4.024,1.6260,12.935,0,0,0,0
K00895.01,FALSE POSITIVE,FALSE POSITIVE,0.2280,4.409409243,0.028,3.8636,12861,10.95,1101.0,347.06,85.80,5600.00,4.368,0.9750,15.403,0,1,0,0
K00896.01,CONFIRMED,CANDIDATE,1.0000,16.23947096,0.043,4.0374,2590.7,4.14,598.0,30.14,123.80,5191.00,4.564,0.8370,15.258,0,0,0,0
K00896.02,CONFIRMED,CANDIDATE,1.0000,6.308201629,0.03,2.9785,1328.5,2.96,819.0,106.44,86.20,5191.00,4.564,0.8370,15.258,0,0,0,0
K00897.01,CONFIRMED,CANDIDATE,1.0000,2.052349884,0.437,2.0778,14280.6,13.12,1497.0,1183.18,1072.10,5855.00,4.393,1.0800,15.257,0,0,0,0
K00898.01,CONFIRMED,CANDIDATE,1.0000,9.7704486,0.09,2.4517,1897.8,2.23,460.0,10.59,58.00,3906.00,4.730,0.5090,15.777,0,0,0,0
K00898.02,CONFIRMED,CANDIDATE,1.0000,5.169804269,0.351,2.153,1037.4,1.66,569.0,24.75,41.40,3906.00,4.730,0.5090,15.777,0,0,0,0
K00123.02,CONFIRMED,CANDIDATE,1.0000,21.22261195,0.02,6.5093,366,2.48,771.0,83.56,114.90,5945.00,4.213,1.3020,12.365,0,0,0,0
K00898.03,CONFIRMED,CANDIDATE,1.0000,20.09017037,0.886,4.154,1432.1,2.25,362.0,4.05,36.90,3906.00,4.730,0.5090,15.777,0,0,0,0
K00899.01,CONFIRMED,CANDIDATE,0.9990,7.11373257,0.334,2.1764,807.6,1.16,429.0,8.01,44.40,3561.00,4.855,0.4110,15.234,0,0,0,0
K00899.02,CONFIRMED,CANDIDATE,0.9990,3.306551643,0.001,1.8177,509.2,0.91,554.0,22.19,37.80,3561.00,4.855,0.4110,15.234,0,0,0,0
K00899.03,CONFIRMED,CANDIDATE,0.9980,15.36845737,0.115,2.4714,756.1,1.11,332.0,2.86,30.90,3561.00,4.855,0.4110,15.234,0,0,0,0
K00900.01,CONFIRMED,CANDIDATE,1.0000,13.81020318,0.791,3.048,1309.7,4.56,833.0,113.75,46.20,5942.00,4.327,1.1420,15.425,0,0,0,0
K00911.01,CONFIRMED,CANDIDATE,1.0000,4.093578461,0.93,2.5833,538.6,2.85,1182.0,461.07,36.40,6077.00,4.471,0.9990,15.399,0,0,0,0
K00911.02,CONFIRMED,CANDIDATE,0.9990,105.145959,0.964,8.593,685.4,3.43,401.0,6.09,15.40,6077.00,4.471,0.9990,15.399,0,0,0,0
K00912.01,CONFIRMED,CANDIDATE,1.0000,10.8484518,0.21,2.9993,1675.6,2.34,499.0,14.66,64.50,4201.00,4.682,0.5910,15.058,0,0,0,0
K00912.02,CONFIRMED,CANDIDATE,1.0000,6.66833241,0.644,1.915,362.3,1.18,587.0,28.06,14.20,4201.00,4.682,0.5910,15.058,0,0,0,0
K00913.01,CONFIRMED,CANDIDATE,0.9970,4.082274889,0.093,3.23015,17859.2,10.55,1016.0,251.48,1669.10,5655.00,4.581,0.7940,15.198,0,0,0,0
K00914.01,CANDIDATE,CANDIDATE,1.0000,3.886655224,0.649,3.1646,581.6,1.87,1010.0,246.29,48.10,5662.00,4.610,0.7380,15.371,0,0,0,0
K00904.03,CONFIRMED,CANDIDATE,1.0000,42.1406089,0.045,5.083,895.5,1.85,349.0,3.49,21.60,4500.00,4.656,0.6460,15.791,0,0,0,0
K00904.04,CONFIRMED,CANDIDATE,1.0000,4.617490562,0.649,2.2618,575.8,1.62,728.0,66.47,28.10,4500.00,4.656,0.6460,15.791,0,0,0,0
K00904.05,CONFIRMED,CANDIDATE,0.9960,10.19849255,0.714,2.4283,634.1,1.75,559.0,23.11,21.40,4500.00,4.656,0.6460,15.791,0,0,0,0
K00905.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.795063956,0.949,3.2496,1692.9,4.33,950.0,192.74,119.40,5865.00,4.563,0.8270,15.289,0,0,1,0
K00906.01,CONFIRMED,CANDIDATE,1.0000,7.15681552,0.45,2.5882,867,2.47,782.0,88.23,47.70,5029.00,4.494,0.8380,15.460,0,0,0,0
K00906.02,CONFIRMED,CANDIDATE,1.0000,17.64830851,0.653,2.0873,763.3,2.43,579.0,26.49,23.80,5029.00,4.494,0.8380,15.460,0,0,0,0
K00906.03,CONFIRMED,CANDIDATE,0.9570,4.14810719,0.093,2.535,175.2,1.08,938.0,182.76,12.90,5029.00,4.494,0.8380,15.460,0,0,0,0
K00907.01,CONFIRMED,CANDIDATE,1.0000,16.51410989,0.395,4.1575,973.5,2.72,655.0,43.57,55.90,5527.00,4.488,0.8660,15.223,0,0,0,0
K00907.02,CONFIRMED,CANDIDATE,1.0000,30.1329298,0.839,5.172,1015.8,3.14,536.0,19.55,44.80,5527.00,4.488,0.8660,15.223,0,0,0,0
K00907.03,CONFIRMED,CANDIDATE,1.0000,4.79090809,0.11,2.603,251.3,1.36,990.0,227.24,21.20,5527.00,4.488,0.8660,15.223,0,0,0,0
K00124.02,CONFIRMED,CANDIDATE,1.0000,31.71981013,0.125,4.819,363.4,3.09,743.0,71.97,63.10,5869.00,4.024,1.6260,12.935,0,0,0,0
K00907.04,CONFIRMED,CANDIDATE,1.0000,99.6415962,0.028,4.448,952.5,2.64,360.0,3.97,22.70,5527.00,4.488,0.8660,15.223,0,0,0,0
K00908.01,CONFIRMED,CANDIDATE,1.0000,4.708326451,0.061,3.16114,7912.7,10.6,1162.0,431.02,633.40,5560.00,4.246,1.2100,15.113,0,0,0,0
K00909.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,16.37198661,9.303,3.8449,4147.6,540.37,438.0,8.71,54.50,4187.00,4.656,0.5920,15.654,0,0,1,1
K00910.01,CONFIRMED,CANDIDATE,1.0000,5.392026903,0.314,2.9804,1151.4,2.68,850.0,123.33,77.40,5198.00,4.589,0.8010,15.651,0,0,0,0
K00928.01,CANDIDATE,CANDIDATE,1.0000,2.494170338,0.095,1.1221,863.7,2.42,1194.0,480.19,69.20,5569.00,4.566,0.8290,15.251,0,0,0,0
K00929.01,CONFIRMED,CANDIDATE,1.0000,6.491682808,0.535,4.301,7163.3,9.66,1062.0,301.54,502.30,6123.00,4.413,1.1070,15.649,0,0,0,0
K00930.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.044770796,1.252,10.0134,1695,24.54,1076.0,317.36,203.50,5525.00,4.603,0.7530,15.621,0,1,1,1
K00931.01,CONFIRMED,CANDIDATE,0.9990,3.855603916,0.348,3.2179,16652.7,13.61,1212.0,508.65,1173.90,6033.00,4.460,1.0460,15.272,0,0,0,0
K00932.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.855599139,0.864,3.183,1030.9,3.57,1158.0,425.74,90.10,5936.00,4.501,0.9650,15.054,0,0,1,1
K00125.01,CONFIRMED,FALSE POSITIVE,0.9200,38.47876629,0.003,5.04169,23530,13.26,484.0,13.01,1077.80,5510.00,4.539,0.8790,13.779,0,1,0,0
K00915.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,37.601661282,0.408,8.30604,59130.1,27.22,606.0,31.86,1667.30,6140.00,4.354,1.0960,15.505,0,1,0,0
K00916.01,CONFIRMED,CANDIDATE,1.0000,3.314947362,0.799,1.8007,1398.2,3.94,1155.0,421.03,123.50,5609.00,4.481,0.9440,15.142,0,0,0,0
K00917.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.71969089,0.985,3.0231,969.7,4.37,952.0,194.18,45.40,5931.00,4.479,0.8660,15.172,0,1,0,0
K00918.01,CONFIRMED,CANDIDATE,0.9960,39.6431552,0.062,6.5292,15663.8,10.98,472.0,11.74,690.30,5231.00,4.455,0.9000,15.011,0,0,0,0
K00919.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,51.42598578,0.203,16.9422,66067.7,29.66,549.0,21.40,1843.80,6257.00,4.410,1.1470,15.631,0,1,0,0
K00920.01,CONFIRMED,CANDIDATE,1.0000,21.80451611,0.751,3.4097,1144.9,2.6,543.0,20.48,49.90,5481.00,4.629,0.7080,15.067,0,0,0,0
K00921.01,CONFIRMED,CANDIDATE,1.0000,10.28194593,0.168,3.4366,1110.7,2.53,680.0,50.60,55.00,5196.00,4.593,0.7750,15.532,0,0,0,0
K00921.02,CONFIRMED,CANDIDATE,1.0000,18.11993039,0.206,4.2309,1506.9,2.95,563.0,23.77,60.70,5196.00,4.593,0.7750,15.532,0,0,0,0
K00921.03,CONFIRMED,CANDIDATE,1.0000,3.78402867,0.691,1.9012,426.1,1.7,949.0,191.78,25.60,5196.00,4.593,0.7750,15.532,0,0,0,0
K00922.01,CONFIRMED,CANDIDATE,1.0000,5.15448142,0.933,3.228,697.5,2.94,964.0,204.10,48.10,5431.00,4.457,0.8840,15.365,0,0,0,0
K00126.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,33.80364366,0.023,11.4813,13494.4,20.7,745.0,72.71,529.90,5855.00,3.999,1.7960,13.109,0,1,0,0
K00923.01,CONFIRMED,CANDIDATE,1.0000,5.743469797,0.001,3.4412,1240.2,3.13,982.0,219.95,79.70,5897.00,4.531,0.8910,15.543,0,0,0,0
K00924.01,CANDIDATE,CANDIDATE,1.0000,39.4759093,0.938,2.968,1012.6,4.06,577.0,26.13,26.60,6225.00,4.450,1.0310,15.229,0,0,0,0
K00925.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,19.974485239,0.886,4.23479,40293.1,26.56,700.0,56.84,1398.80,6108.00,4.471,0.9970,15.217,0,1,0,0
K00926.01,CONFIRMED,CANDIDATE,1.0000,3.166353562,0.032,3.3129,1473.4,3.82,1273.0,621.92,128.30,6007.00,4.470,0.9980,15.603,0,0,0,0
K00927.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,23.899634407,1.245,3.81881,20953.1,44.04,652.0,42.80,547.80,6192.00,4.503,0.9240,15.453,0,1,1,0
K00939.01,CONFIRMED,CANDIDATE,1.0000,3.388012244,0.433,2.6849,280.1,2.11,1315.0,705.93,30.60,5553.00,4.221,1.2500,15.065,0,0,0,0
K00939.02,CONFIRMED,CANDIDATE,1.0000,5.83909761,0.341,3.1915,273.6,2.06,1097.0,341.48,25.20,5553.00,4.221,1.2500,15.065,0,0,0,0
K00939.03,CONFIRMED,CANDIDATE,1.0000,1.620467654,0.271,2.1888,159.6,1.57,1681.0,1893.42,22.70,5553.00,4.221,1.2500,15.065,0,0,0,0
K00939.04,CONFIRMED,CANDIDATE,1.0000,10.6816951,0.646,3.605,307.8,2.3,897.0,152.75,21.90,5553.00,4.221,1.2500,15.065,0,0,0,0
K00940.01,CONFIRMED,CANDIDATE,1.0000,6.104849417,0.041,4.6912,2090.3,3.18,784.0,89.25,293.70,5085.00,4.584,0.7120,15.017,0,0,0,0
K00127.01,CONFIRMED,CANDIDATE,0.9990,3.578780566,0.079,2.91089,11382.2,10.43,1145.0,406.60,1838.40,5524.00,4.421,0.9940,13.938,0,0,0,0
K00933.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.187067566,1.234,3.119,1037.4,23.88,1079.0,319.76,37.20,5450.00,4.552,0.8110,15.653,0,1,1,0
K00934.01,CONFIRMED,CANDIDATE,1.0000,5.826657508,0.033,2.9183,1539.1,4.09,1013.0,248.57,81.10,5561.00,4.362,1.0600,15.843,0,0,0,0
K00934.02,CONFIRMED,CANDIDATE,0.9980,12.41216347,0.021,3.739,611.3,2.58,787.0,90.65,25.60,5561.00,4.362,1.0600,15.843,0,0,0,0
K00934.03,CONFIRMED,CANDIDATE,1.0000,18.74649011,0.508,3.895,796.8,3.05,686.0,52.38,26.70,5561.00,4.362,1.0600,15.843,0,0,0,0
K00935.01,CONFIRMED,CANDIDATE,1.0000,20.86021229,0.066,5.1937,1910.5,5.5,781.0,87.76,117.00,6035.00,4.220,1.2570,15.237,0,0,0,0
